id	link	name	owner_name	catalog_type	owner_type	software	langs	content_types	access_mode	countries	tags	status	api	owner_link	catalog_export	api_status 
wwwnigerianstatgovng	https://www.nigerianstat.gov.ng/nada/index.php	Nigeria Microdata Central data catalog	Nigerian statistics agency	Microdata catalog	Central government	NADA	EN	dataset	open,limited	Nigeria	government,has_api,microdata	active	True	http://www.nigerianstat.gov.ng		uncertain
grid3govng	https://grid3.gov.ng/datasets	The Geo-Referenced Infrastructure and Demographic Data for Development (GRID3) programme datasets	Federal Republic of Nigeria	Datasets list	Central government	Custom software	EN	dataset	open	Nigeria	government,has_api	active	True	https://www.gov.ng		uncertain
sbsopendataekitistategovng	http://sbsopendata.ekitistate.gov.ng	Ekiti State Open Data Portal	Ekiti	Open data portal	Regional government	CKAN	EN	dataset	open	Nigeria	has_api	active	True	https://www.ekitistate.gov.ng		active
developeroverheidnl	https://developer.overheid.nl/apis	Netherlands Government API Catalogues		API Catalog	Central government	Custom software	NL	api endpoint	open	Netherlands	government	active				uncertain
datanhinu	https://data.nhi.nu/geonetwork	NHI Data Portaal		Geoportal	Academy	Geonetwork	EN,NL	dataset,map_layer	open	Netherlands	geospatial,has_api	active	True			uncertain
datarivmnl	https://data.rivm.nl/meta	RIVMData (National Institute for Public Health and the Environment Netherlands)		Geoportal	Academy	Geonetwork	EN,NL	dataset,map_layer	open	Netherlands	geospatial,has_api	active	True			uncertain
geoportaalddhopendataarcgiscom	https://geoportaal.ddh.opendata.arcgis.com	Open Data Den Haag GEO Portaal	Den Haag	Geoportal	Local government	ArcGIS Hub	NL	dataset,map_layer	open	Netherlands	geospatial,has_api	active	True			active
nationaalgeoregisternl	https://nationaalgeoregister.nl/geonetwork	NGR Nationaal Georegister		Geoportal	Central government	Geonetwork	EN,NL	dataset,map_layer	open	Netherlands	geospatial,government,has_api	active	True			uncertain
opendatawrijopendataarcgiscom	https://opendata.wrij.opendata.arcgis.com	Waterschap Rijnen I Jssel	Waterschap Rijnen I Jssel	Geoportal	Local government	ArcGIS Hub	NL	dataset,map_layer	open	Netherlands	geospatial,has_api	active	True			active
dataamsterdamnl	https://data.amsterdam.nl	Amsterdam open data	City of Amsterdam	Open data portal	Local government	Custom software	EN	dataset	open	Netherlands	government,has_api	active	True			uncertain
dataeindhovennl	https://data.eindhoven.nl	Open Data portal of the municipality of Eindhoven	Municipality of Eindhoven	Open data portal	Local government	OpenDataSoft	EN	dataset	open	Australia	government,has_api	active	True	https://www.eindhoven.nl		uncertain
dataopenstateeu	https://data.openstate.eu	data.openstate.eu		Open data portal	Civil society	CKAN	EN	dataset	open	Netherlands	has_api	active	True			active
dataoverheidnl	https://data.overheid.nl	data.overheid.nl		Open data portal	Central government	CKAN	EN	dataset	open	Netherlands	government,has_api	active	True			active
dataplatformknminl	https://dataplatform.knmi.nl	KNMI Data Platform	The Royal Netherlands Meteorological Institute (KNMI)	Open data portal	Central government	CKAN	EN	dataset	open	Netherlands	has_api	active	True	https://knmi.nl		deprecated
datastadgent	https://data.stad.gent	Gent open data portaal	Stad Gent	Open data portal	Regional government	OpenDataSoft	EN	dataset	open	Netherlands	government,has_api	active	True	https://stad.gent		uncertain
geocatalogusnl	https://geocatalogus.nl	GeoCatalogus.nl		Open data portal	Business	CKAN	NL	dataset	open	Netherlands	government,has_api	active	True			active
opendataarnhemnl	https://opendata.arnhem.nl	Open Data portaal Gemeente Arnhem	Gemeente Arnhem	Geoportal	Local government	ArcGIS Hub	NL	dataset,map_layer	open	Netherlands	geospatial,has_api	active	True	https://www.zoetermeer.nl		active
opendatagelderlandnl	https://opendata.gelderland.nl	Open data Gelderland	Stadt Gelderland	Open data portal	Regional government	Custom software	NL	dataset	open	Netherlands	government	active		https://www.gelderland.nl		uncertain
opendatanijmegennl	https://opendata.nijmegen.nl	Dataportaal van de gemeente Nijmegen	Gemeente Nijmegen	Open data portal	Local government	Custom software	NL	dataset	open	Netherlands	government	active		https://www.nijmegen.nl		uncertain
opendatapicturaecom	https://opendata.picturae.com	Picturae Opendata		Open data portal	Business	CKAN	NL	dataset	open	Netherlands	has_api	active	True			active
opendatardwnl	https://opendata.rdw.nl	Open mobiliteitsdata	Dienst Wegverkeer (RDW)	Open data portal	Central government	Socrata	NL	dataset	open	Netherlands	government	active		https://www.rdw.nl		uncertain
opendataroosendaalnl	https://opendata.roosendaal.nl	Open Data portaal Gemeente Rosendaal	Gemeente Rosendaal	Geoportal	Local government	ArcGIS Hub	NL	dataset,map_layer	open	Netherlands	geospatial,has_api	active	True	https://www.roosendaal.nl		active
opendatavlaanderenbe	https://opendata.vlaanderen.be	The Flemish Open Data Portal	Flemish government 	Open data portal	Regional government	CKAN	NL	dataset	open	Netherlands	government,has_api	active	True			deprecated
opendatazoetermeernl	https://opendata.zoetermeer.nl	Opendata portaal Zoetermeer	Stadt Zoetermeer	Geoportal	Regional government	ArcGIS Hub	NL	dataset,map_layer	open	Netherlands	geospatial,has_api	active	True	https://www.zoetermeer.nl		active
rotterdamopendatanl	https://rotterdamopendata.nl	Rotterdam Open Data		Open data portal	Local government	CKAN	NL	dataset	open	Netherlands	government,has_api	active	True			active
archaeologydatastationsnl	https://archaeology.datastations.nl	DANS Data Station Archaeology		Scientific data repository	Academy	Dataverse	NL	dataset	open	Netherlands	scientific,has_api	active	True			active
data4tunl	https://data.4tu.nl	4TU.Research Data	4TU.Federation	Scientific data repository	Academy	djehuty	EN,NL	dataset	open	Netherlands	scientific	active		https://www.4tu.nl		active
datapldnnl	https://data.pldn.nl	Platform Linked Data Nederland	Platform Linked Data Nederland	Scientific data repository	Academy	TriplyDB	EN,NL	dataset	open	Netherlands	scientific	active		https://www.pldn.nl		active
datasetscoronawhyorg	https://datasets.coronawhy.org	CoronaWhy Dataverse		Scientific data repository	Academy	Dataverse	NL	dataset	open	Netherlands	scientific,has_api	active	True			active
datasetsiisgamsterdam	https://datasets.iisg.amsterdam	IISH Dataverse	International Institute of Social History	Scientific data repository	Academy	Dataverse	NL	dataset	open	Netherlands	scientific,has_api	active	True	https://www.iisg.amsterdam		active
dataversenioznl	https://dataverse.nioz.nl	NIOZ Dataverse		Scientific data repository	Academy	Dataverse	NL	dataset	open	Netherlands	scientific,has_api	active	True			active
dataversenl	https://dataverse.nl	DataverseNL		Scientific data repository	Academy	Dataverse	NL	dataset	open	Netherlands	scientific,has_api	active	True			active
druiddatalegendnet	https://druid.datalegend.net	Druid	Utrecht University	Scientific data repository	Academy	TriplyDB	EN,NL	dataset	open	Netherlands	scientific	active		https://www.datalegend.net		active
eposmsluunl	https://epos-msl.uu.nl	EPOS Multi-Scale Labs data catalogue	Utrecht University	Scientific data repository	Academy	CKAN	EN	dataset	open	Netherlands	government,has_api	active	True	https://www.uu.nl		active
portalodisseinl	https://portal.odissei.nl	ODISSEI Portal		Scientific data repository	Academy	Dataverse	NL	dataset	open	Netherlands	scientific,has_api	active	True			active
triplydbcom	https://triplydb.com	Triply datasets	Triply B.V.	Open data portal	Business	TriplyDB	EN	dataset	open	Netherlands	has_api	active		https://triply.cc		active
easydansknawnl	https://easy.dans.knaw.nl	DANS EASY		Data search engine	Academy	Custom software	EN	dataset	open	Netherlands		active				active
geogridano	http://geo.grida.no	GRID-Arendal geodata catalog	GRID-Arendal is a non-profit environmental communications centre	Geoportal	Civil society	GeoNode	EN	dataset,map_layer	open	Norway	geospatial,government	active		http://www.grida.no		uncertain
hubfrstadkommopendataarcgiscom	https://hub-frstadkomm.opendata.arcgis.com	Åpne data i Fredrikstad	Fredrikstad kommune	Geoportal	Local government	ArcGIS Hub	NO	dataset,map_layer	open	Norway	geospatial,has_api	active	True			active
portalfiskeridirno	https://portal.fiskeridir.no/arcgis/rest/services	ArcGIS server of the Directorate of Fisheries Norway	Directorate of Fisheries Norway	Geoportal	Central government	ArcGIS Server	NO	dataset,map_layer	open	Norway	geospatial	active	True	https://www.fiskeridir.no		active
ssbno	https://www.ssb.no/en/statbank/	StatBank Norway		Indicators catalog	Central government	PxWeb	EN	indicator	open	Norway	statistics,government	active				active
catalogintarosnerscno	https://catalog-intaros.nersc.no	INTAROS Data Catalogue		Open data portal	Academy	CKAN	EN	dataset	open	Norway	has_api	active	True			active
datacoatno	https://data.coat.no	COAT Data Portal		Open data portal	Academy	CKAN	EN	dataset	open	Norway	has_api	active	True			active
datadfono	https://data.dfo.no	DFO Datakatalog	Direktoratet for forvaltning og økonomistyring (DFØ)	Open data portal	Central government	Custom software	NO	dataset	open	Norway	government	active		https://www.dfo.no		uncertain
datanorgeno	https://data.norge.no	Felles datakatalog (Norway)		Open data portal	Central government	Custom software	NO	dataset	open	Norway	government	active				uncertain
datatesttollno	https://data-test.toll.no	Toll åpne data		Open data portal	Regional government	CKAN	NO	dataset	open	Norway	government,has_api	active	True			active
datatransportportalno	https://datatransportportalno	Transport Portal Sweden	Statens vegvesen	Open data portal	Regional government	Custom software	NO	dataset	open	Norway	government	active		https://www.vegvesen.no		uncertain
datautvegvesenno	https://dataut.vegvesen.no	Data fra Statens vegvesen	Statens vegvesen	Open data portal	Regional government	CKAN	NO	dataset	open	Norway	government,has_api	active	True	https://www.vegvesen.no		active
opencomno	https://opencom.no	Open data from the Stavanger region		Open data portal	Regional government	CKAN	EN,NO	dataset	open	Norway	government,has_api	active	True			active
openstavangerkommuneno	https://opencom.no	Åpne data Stavangerregionen		Open data portal	Regional government	CKAN	NO	dataset	open	Norway	government,has_api	active	True			active
dataverseno	https://dataverse.no	DataverseNO		Scientific data repository	Academy	Dataverse	NO	dataset	open	Norway	scientific,has_api	active	True			active
adminnationalgeoportalgovnp	https://admin.nationalgeoportal.gov.np	National Spatial Data Center Geoportal	Ministry of Land Management, Cooperatives and Poverty of Nepal	Geoportal	Central government	GeoNode	EN	dataset,map_layer	open	Nepal	geospatial,government	active		http://nationalgeoportal.gov.np		uncertain
geoportalntncorgnp	http://geoportal.ntnc.org.np	NTNC geoportal	National trust for nature conservation Nepal	Geoportal	Central government	GeoNode	EN	dataset,map_layer	open	Nepal	geospatial,government	active		http://ntnc.org.np		uncertain
microdatacbsgovnp	http://microdata.cbs.gov.np/index.php	National statistics office Nepal Microdata Catalog	National statistics office Nepal	Microdata catalog	Central government	NADA	EN	dataset	open,limited	Nepal	government,has_api,microdata	active	True	https://www.cbs.gov.np		deprecated
datatulsipurmungovnp	https://data.tulsipurmun.gov.np	Integrated Data Management System of Tulsipur Sub-Metropolitan City	Tulsipur Sub-Metropolitan City	Open data portal	Local government	Custom software	EN	dataset	open	Nepal	has_api	active	True	https://www.tulsipurmun.gov.np		active
opendatanepalcom	https://opendatanepal.com	Open Data Nepal	Open Knowledge Nepal	Open data portal	Civil society	CKAN	EN	dataset	open	Nepal	has_api	active	True	https://opendatanepal.com		active
datacoastalchangenz	https://data.coastalchange.nz	NZ Coastlines data service	Resilience to Nature’s Challenges	Geoportal	Academy	Koordinates	EN	dataset,map_layer	open	New Zealand	geospatial,government	active		https://resiliencechallenge.nz		uncertain
datafinderstatgovtnz	https://datafinder.stats.govt.nz	Stats NZ Geographic data service	Stats NZ	Geoportal	Central government	Koordinates	EN	dataset,map_layer	open	New Zealand	geospatial,government	active				uncertain
datageognosticscom	https://data.geognostics.com	Geognostics Data Services	Geognostics Australia Pty Ltd	Geoportal	Business	Koordinates	EN	dataset,map_layer	open	New Zealand	geospatial	active				uncertain
datalinzgovtnz	https://data.linz.govt.nz	Linz Data Service Land Information New Zealand		Geoportal	Central government	Koordinates	EN	dataset,map_layer	open	New Zealand	geospatial,government	active				uncertain
datamarlboroughopendataarcgiscom	https://data.marlborough.opendata.arcgis.com	MDC Open Data	MDC	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	New Zealand	geospatial,has_api	active	True			active
datamfegovtnz	https://data.mfe.govt.nz	Mfe Data Service	Ministry for the Environment. New Zealand government	Geoportal	Central government	Koordinates	EN	dataset,map_layer	open	New Zealand	geospatial,government	active				uncertain
