nom de plateforme,ok,Région,grappe,type,collab,url,Lien,image,nb_datasets,techno,dev,Couverture,Porteur,porteur_type,porteur_statut,porteur_siren,theme
Rosny-sous-Bois,checked,Île-de-France,,Site web,Dédié,https://www.rosnysousbois.fr/demarches/open-data/,https://www.rosnysousbois.fr/demarches/open-data/,rosny.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/ZF-v0Phgw7gxjlh1-hRB7A/CAX1h0zx8H2-ipBdmmnpLJOB3X_3P9vQ9r3C_fS45Ola-hRJqNNjwa2rXWwB_cg4Q2Ut1hqwhaPKXQIB-lY2rvS9vJbXmxp0jtAiEZehYRU-0GDJyrPqBy2z2L933W4vSaEvH-Uh4DBHunC3RLRrBQ/VcmiolxoL_km3UwWSv0O9k_JMq7fiUP7V4mNdCrbdig),6,Metaclic,datakode,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/219300647,Collectivité locale,COM,219300647,Généraliste
SAEMES,checked,Île-de-France,,Portail,Dédié,https://opendata.saemes.fr,https://opendata.saemes.fr,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/ZSp17GMEZzfpVQMdmGUejg/AxPSyyo9yLIJ7wLWnJO6wDcN9rtdWVPqipV-2EBc71H4izz58eq7zJxX3rcdFpcfD7_NRB3puD8_g0rpdSHMagyEHHfg4ISPc-rzdQiy1umU4quEDSM9ihn-70GeWRXtsRvzmq0Z3kSQcQnOGn83tg/J-yozJxp7sZadPDbqbzc7SsksOJlaDdMdFQY3o-Lqps),14,OpenDataSoft,ods,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/317032993,Autre acteur territorial,DSPT,317032993,Mobilités
Saint-Mandé,checked,Île-de-France,,Portail,Mutualisé,https://saintmande.opendatasoft.com,https://saintmande.opendatasoft.com,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/DM6w7QHs1leCBuPCcPjpLg/WtmaK4LQWJrC6Lx9n1xrMZXjIXDosE3sPWmNSMB9-jbxlYxgHUYUZlCaIOiLeVz7dOel1Eb7Enx3dvDuNWHrXjPqgqrZcoQnSWG9taY3wVBIdfKuJ16GqssIOmm8SgbNZyIWF_4448IqwtffjJCnfg/5u7J5GHDlGr3del1mTOlqocDzkfJstwz0Qp_LKDjMVM),20,OpenDataSoft,ods,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/219400678,Collectivité locale,COM,219400678,Généraliste
Saint-Maur,checked,Île-de-France,,Portail,Dédié,https://data.saint-maur.com,https://data.saint-maur.com,st-maur.jpg (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/aW-7hVy0fliKh4zsOQwokA/HE1lv1XqDLfY7S5DLjiNTq0dqCmwc1SBel1BYFVbpc0Y8oMyWGdhxCb4gGXyw1RJYAGOZwj21hKhxTU8s6PRx84NuhRSb7HDaQy1J8nnCiSVKvVossncSAC1348JJ2RIcDRkGaH8XHApYGSn-vo3Ew/HiTxMalgDlxIRdqwm8FH-clXxZw0TvyIMgYik_eaLYQ),17,OpenDataSoft,ods,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/219400686,Collectivité locale,COM,219400686,Généraliste
Saint-Quentin-en-Yvelines ,checked,Île-de-France,,Portail,Dédié,https://opendata.sqy.fr,https://opendata.sqy.fr,sqy.jpg (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/vk1RGBAh_ZOf_0R_p7QRjg/6l6pCKdzfOjFjDNhxD0Q8-LgfqMWuQDAV5lTLP4LmZgw87fz1Dnk48tuk6m5g6RkCyNqnknbDlABfoOMNMqy8FoBi973moSef27oeuzovXpPGRLC-hmbLd0VY1wACxF1v2JA_YO_8O3fzJUyAcWRTA/kKvFa8R6JgFzexwkpCz4B0Np5L9B35qt2wNTa9cUybc),50,OpenDataSoft,ods,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/200058782,Collectivité locale,CA,200058782,Généraliste
Seine-Saint-Denis,checked,Île-de-France,,Site web,Dédié,http://data.seine-saint-denis.fr,http://data.seine-saint-denis.fr,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/x2owEM44-zaMtz_v2l33Pw/cEimuMxCvWZy13Kc8lpXx1puYXpwpp4YcJCUkmY07EEPtZuyW7ssug53HYA78t3HD1bCBjMwZI0Me0SyZuoGdgVHI2hR7uu3rp11lKJEHHWjEVHlDv4e9LtNdLaF-YBrH3JU_AAykDdtp1W_a54r-A/B5U4cfKt5f6AVR5E-Wiw2oYwAWwAKtyq-Iw9vO34HCE),350,Spip,interne,Départementale,https://annuaire-entreprises.data.gouv.fr/entreprise/229300082,Collectivité locale,DEP,229300082,Généraliste
Versailles Grand Parc,checked,Île-de-France,,Géoportail,Dédié,https://vgp-esrifrance.opendata.arcgis.com,https://vgp-esrifrance.opendata.arcgis.com,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/C8BLdvgeGOP3FBLwm5a1fA/n1wFIwRktBMaCSPFS5SJTCysEvG0GTfpG7Dv3mX4Z6yaT-27j_RZfVh3jA75VNs4HaL65b2wSbtbipeTHxHvGzfPrncxWLAthDyqAXbR7kW6UjQ51bpear_r4ZwmlhGCJLaPDTfBuZLqtx6MhjBZyg/gmzG62NpVgUCCOEsD7L6-sPACuttcBCfKq3T-Fy67SA),26,ArcGIS,esri,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/247800584,Collectivité locale,CA,247800584,Généraliste
Vincennes,checked,Île-de-France,,Portail,Dédié,https://data.vincennes.fr,https://data.vincennes.fr,data vincennes.jpg (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/AMLtrKT3g9SKROg5STtckg/pl6gm-CXDNyxTX35ziLTDidSeaVkJcVmlhX-kzRHuCwjZUxGFLD2OpetO4mFBA4qhprptUppGIpeOTXHRZ1WDn4m-wlbHYBb1QyzJ55fY62VLsvKvib9-kc-zLYV4oX2gtCSOrafNb7VeSh8-Kg0uA/5V88uKdxcboWgeNQ1TTHyzKzv-HawZUmVHdvLSLA5-E),89,OpenDataSoft,ods,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/219400801,Collectivité locale,COM,219400801,Généraliste
Airparif,checked,Île-de-France,ATMO,Géoportail,Dédié,https://data-airparif-asso.opendata.arcgis.com,https://data-airparif-asso.opendata.arcgis.com,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/iGdgL7pkPlDN62MTnZdnuw/FIzyl0z72S-H5hRuAP9_9zN476d2q9oP5TnKduXIdK04U3JGZFPArNxxPVZ8PPAigKF5BqutIGtx-4JYNh4c96BPXf1s2dysZXAE7XMD-jDvMKJrs7tdqSWhb2OdcmMd-3cV0GjjziIvaX6gk9YfNQ/m08xaLvi-V35rz76yaEZKAOoeXsyY633zUyNk6zizj0),268,ArcGIS,esri,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/316465236,Autre acteur territorial,OACT,316465236,Environnement
Bondoufle,checked,Île-de-France,GPS,Portail,Dédié,https://bondoufle-grandparissud.opendatasoft.com,https://bondoufle-grandparissud.opendatasoft.com,bondoufle.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/QWVVR4PBo0o_XEZZ-lZc8w/IxNQrQO2nwvTNMwQ8bg-CWv1wB9ZrvQbDn_-bzYZYxWE2Qj73itWntG98-kZgNCZ6T2JNf-k9xCD8VwpiHwzhnd1J9szS5ytAcpHtZsEHYLkR3AKOzdFgp210VsRKK6vg54j8eB3-lRgIQLbYc4mjg/AlPVC_kHOszezIR9291RiYl4l7Jk4nE1xQlgPLF7lRA),65,OpenDataSoft,ods,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/219100864,Collectivité locale,COM,219100864,Généraliste
Cesson,checked,Île-de-France,GPS,Portail,Dédié,https://cesson-grandparissud.opendatasoft.com,https://cesson-grandparissud.opendatasoft.com,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/cZx7XzwD4aHZw5jIsEDnSA/bqXbT-ICAU-I11Pt0gTEjDhsHMGD0vxATxk8lelYzBIZ99gjnM8Higz1CKP5V9TMDc3CvwQ7HOPAgZ5110XJTpHUGaJB7yVFuke1OuoKkHnLczBileeQW2rHZtaW0Zj9x_6I6m8jabkf4YJhz_oE3g/DnoJJvUACqeBDRGeOY_f8NnCJm9wOc6ZVsbI0zJRfOE),80,OpenDataSoft,ods,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/217700673,Collectivité locale,COM,217700673,Généraliste
Combs-la-Ville,checked,Île-de-France,GPS,Portail,Dédié,https://combslaville-grandparissud.opendatasoft.com,https://combslaville-grandparissud.opendatasoft.com,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/VpsFoirNtNO8wdoU6NX3AQ/ySS9qwLqGGhZ_fqJ1IXyYKz8M2quf8iiOHuGHh3mUUaCAIyVlT7eDUH2sowZFVNx0A8ghUWFvol_UFYPVbUBTjCpc9mCG_grmpSyE6UqY1YiFB7ozp5eYLPaGNmYXDutWeTjcMTZmiEGHcLkOaIfGw/eJXbUaKf_JYDX3a5CaR8U78hsqwk7kKKMaGX3gFr0xQ),34,OpenDataSoft,ods,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/217701226,Collectivité locale,COM,217701226,Généraliste
Coudray Montceaux,checked,Île-de-France,GPS,Portail,Dédié,https://data.coudray-montceaux.fr,https://data.coudray-montceaux.fr,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/L3bMrMhuunpGSICOZMGymg/D5mjaGakETSidsYM8WLoBxsfdEevtcgkiDTjGXS-tKWlHTdpf1jYbK5M-yh1l5G1ToeViR8L7eyT3wnomdp7WxpaWH-L06mVpoMwr2tJCPA2BD988MOdvw_cWntodrSFxiecX62Z58INW0U8PBqKFA/qjwi5uRf8yfuuU3uu94aiohHy9CounxboN8KTZybfwI),11,OpenDataSoft,ods,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/219101797,Collectivité locale,COM,219101797,Généraliste
Etiolles,checked,Île-de-France,GPS,Portail,Dédié,https://etiolles-grandparissud.opendatasoft.com,https://etiolles-grandparissud.opendatasoft.com,etiolles.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/s0hVMwS8l3MYA8C5Hy18Sw/ZV6F8b5e5z48dvfBmJLaABwu4E3lgE1XJyj3wjZ9RgGOfg0nKZK-XncGDrww14yQZCMcWGEbTfwkeXWyX6EVt98cOVwpS-AD2_TxatmaXBgJ_r7ro86zxZHBCHzg7a2S5DR2DN_OeO104I6DqnU2lw/mpVC0y1RyfPJ1dDsxyRLSErzOrREdSGtxMxQSejhIJE),71,OpenDataSoft,ods,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/219102258,Collectivité locale,COM,219102258,Généraliste
Evry Courcouronnes,checked,Île-de-France,GPS,Portail,Dédié,https://data.evrycourcouronnes.fr,https://data.evrycourcouronnes.fr,evry.jpg (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/sRJwBY34qiYmLwlWyOX_KQ/PZeODtByAiiFP77d6eTAKIKJVCq81lNklc1eT_CVyDJXps8ZZAovzwpeQzmA6MDFGT6ctxuOhdGswOCWdhFffvXCyKRlaYyAUjJNPHq1y8eCNdWXCFOYZN46Vkx8CMYe-6831vI_nde7f8CszQW-iQ/idTYt310rDkIQ8lr3ZEwsUYbpVJZIrZFjb7ahkEkz5E),31,OpenDataSoft,ods,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/200083525,Collectivité locale,COM,200083525,Généraliste
Grand Paris Sud,checked,Île-de-France,GPS,Portail,Mutualisé,https://data.grandparissud.fr,https://data.grandparissud.fr,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/jmQdtBYhsnH6kD_NVwA_xg/HWp6wy22tUF6ETFcpOfGotSKLUZ-WHMKicgtemIf9ch_NKS3MDd5qn8hBg4IHv7ghpajjaKjDNnGgvigdHdVrZkJ8zhaIGlX5v37-u2673L6vOjBbmHmBh1PBwTP8sXNq8MsQp-XK71bQtEtvFA7Vg/r4nB9zcAvhnn5BbATGPjyKRMp-6VrtTDDVGN5AKz-L4),243,OpenDataSoft,ods,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/200059228,Collectivité locale,CA,200059228,Généraliste
Lieusaint ,checked,Île-de-France,GPS,Portail,Dédié,https://lieusaint-grandparissud.opendatasoft.com,https://lieusaint-grandparissud.opendatasoft.com,Capture d’écran 2019-07-12 à 11.51.52.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/yKMYYj9S0cahejUoID7nMQ/Du1Vm5OFwJrlVFWsGGk3J3Kz680O1JrZtCi23SAfXNVmCXCahbXxS_9AGldqRmQcPWitfORHxDENbDcxGwB6eb2l3dDEI70C6Axqhpe80vbvo4E4NfaG4mTkw1AIMho4TA3IsiMUzcDrB-yZxKREWdTlgKqfadCsVL6RtPFlZM4/CWTXasfSouaJgdYE7l1Nemy8-KgP2XGz0XnMKRj6OD4),14,OpenDataSoft,ods,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/217702513,Collectivité locale,COM,217702513,Généraliste
Lisses,checked,Île-de-France,GPS,Portail,Dédié,https://lisses-grandparissud.opendatasoft.com,https://lisses-grandparissud.opendatasoft.com,lisses.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/HiKvL9BrVJhlpXG1ENkFLg/Cg_a4PJY53zU8gBMlC_Sk4Rfo9KG_x88Kq_Kmo8WaYjW5gVxv8zBQvzXLOICfKu0F6aBY4YcEABEUngdGaz1CHIv_F8TYaMSq7FVtBqcS680sKUfqv4T2kx45KebkJIj8s9mChs02KnqxXo025Gpow/wtVNhwMhc5yqIbzkpPBm6T02KZFeiCFflZiOoQvwu4U),68,OpenDataSoft,ods,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/219103405,Collectivité locale,COM,219103405,Généraliste
Nandy,checked,Île-de-France,GPS,Portail,Dédié,https://nandy-grandparissud.opendatasoft.com,https://nandy-grandparissud.opendatasoft.com,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/_QRczMa5xwT67xGKIZSqOg/JAzesBJus5rSEQzZKtmlrlOTUEUcY_RR1Z5SgQnpSwN8dV4TKDBKDMzBp_dZr5C60_88CddIWProgQgbLFEqb91Ap0JLZsxxBt2bbG09paDSmuHXax5vm-gaWPahXZbtNV0mt6P4GsWyuC_2yIFCEQ/qvZirxZGAB35qPoSRnqL5rlNlOVjLgIX7Icr81uqTsg),66,OpenDataSoft,ods,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/217703263,Collectivité locale,COM,217703263,Généraliste
Ris Orangis,checked,Île-de-France,GPS,Portail,Dédié,https://risorangis-grandparissud.opendatasoft.com,https://risorangis-grandparissud.opendatasoft.com,risorangis.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/zeU-OWxSJ2WXWCK1kyPqSQ/kKN07nktgG4jPZ5T_klCrqcw16rH5EQ8HlWEXLM84Nr4X5s95iKYxVGtccZiewtv550E6vGURaO-LvKoQKrDUK0I4sgEo_2cm3v9ir67fw9asxBLxpWc2OGNQh2ZegCb5OQJ2wo62l5vkNAO7J0bXw/mGfKFXxX7rCFP_4rVbxijDxiDUieJjL2rxDOD7Ve1hQ),72,OpenDataSoft,ods,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/219105210,Collectivité locale,COM,219105210,Généraliste
Savigny-le-Temple,checked,Île-de-France,GPS,Portail,Dédié,https://savignyletemple-grandparissud.opendatasoft.com,https://savignyletemple-grandparissud.opendatasoft.com,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/VG_xiYef0DOXPkGXLSPsqQ/2GgaEGeYj2TZXKCAOu2DiwbOuOVuZyUlzWKWKcSUG9GE9rbzEnasRbol5cG9leX7C8eP9wALzjfPcYJLMY9PXWZRJ8PetmQKcPCKm0POQaHX75ue64iZFTFHArfJ_EnXf4a3fXpTE7JinfSTKpu32Q/3Io_JtrFlHn4xhY8B1VtyvOCaDngIAjf5-6hhP3LudQ),6,OpenDataSoft,ods,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/217704451,Collectivité locale,COM,217704451,Généraliste
Boulogne-Billancourt,checked,Île-de-France,GPSO,Portail,Partagé,https://boulognebillancourt-seineouest.opendatasoft.com,https://boulognebillancourt-seineouest.opendatasoft.com,téléchargement.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/w0GpGCYJ17F8-mwuh5YAsg/QJKv4iecavYo7p7f_BGGdEQoGG6eRpOg-7C0i__3sV9LkwMz4zv5XyWS2RM4T2WPCvNb2JOMKu8E4kaCLNqfkP-t_9H_0cCi0SaVaJPsX7KlFvPhr5-VSdm1__0aEu-19zFU6nOTc6AHpl3TFXswiQ/O6TupaWP_peMS0YIGvrwhfxOXizidIH8AoODJ1vDiSM),61,OpenDataSoft,ods,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/219200128,Collectivité locale,COM,219200128,Généraliste
Grand Paris Seine Ouest,checked,Île-de-France,GPSO,Portail,Mutualisé,https://data.seineouest.fr,https://data.seineouest.fr,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/j5HagIgftc3iptLxelHKbQ/8mE-IIoohBKXDJcTBnR6QoFS2LmPrF36uTzj7a0M6OkDHRKtsH-x9a6lVKzF4wbNc8GCXcjpF1FyDCBUG_mLiFAPYpyhJZPru8Ov8I37aJOt0dv43rr7MeNL6JIY4ixc_AzBVE1GVAvA1HTiRAhHLw/MF-V-bh5hxC4-mu3BiI77oJPpVnyC24rmfFfPHdgIi8),148,OpenDataSoft,ods,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/200057974,Collectivité locale,EPT,200057974,Généraliste
Issy-les-Moulineaux,checked,Île-de-France,GPSO,Portail,Partagé,https://data.issy.com,https://data.issy.com,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/8cVxRaLmolohmKPr4unvyQ/ImtAkzgtO7w5y9qwIZBx4zvbgO_msVOCXHiYRhZV3P2hh8QuPA4mcYetldcm3MYYnolcychtNj_0MgzE1oFXheZB8x6VaoDnh9ybIcasisX0OmOcEvQZciyQrfnKRXFGAEi1AOUQSVYfD4ADE_12iQ/FI6MiVjRPyK8VCwucCaNwYnW18wMys8QSoLUoQSG3j0),312,OpenDataSoft,ods,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/219200409,Collectivité locale,COM,219200409,Généraliste
Meudon,checked,Île-de-France,GPSO,Portail,Partagé,https://meudon-seineouest.opendatasoft.com,https://meudon-seineouest.opendatasoft.com,téléchargement.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/NWej-z7Sbl1GQxNbTOcDTw/BGBEYf-0K-KeqEdP7Yih71W_WFzlR8wuj-vaXBuDZUiw8BhMX3XcB7oXu3yC3nHqHpE_-Ua3UEPvLSg3PV0L3kASeppVbLQIaTm6XRZS7ulReSsDuyWj-MM2A9hbE5gofMqrWRI72wgmnzSbzm-Yrg/FFQFEW7PtLm0PR5azqACqu28Bt29ZISIxu5qdSCAxEo),78,OpenDataSoft,ods,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/219200482,Collectivité locale,COM,219200482,Généraliste
Sèvres,checked,Île-de-France,GPSO,Portail,Partagé,https://sevres-seineouest.opendatasoft.com,https://sevres-seineouest.opendatasoft.com,téléchargement.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/60mc6pVPHja4Mug6ZUhlIA/cCf3MVQldrdk1JNjVHGDzj7EBmUunBxXvq4ur1ZbktB9hmVoy50sgGxHPXdKRxyQ_VB5BQwNEbGAsr0RY3dTFc5_V4Fm3I1MEdnYk2LhLKo8VW-wi1ngmEJOHTtr9wb0pH_vncScTYfaIAfPARndaw/vtiplodBaegNDKhvnr7GGNlnf7Py2FVtYcJ5X0rnVGY),68,OpenDataSoft,ods,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/219200722,Collectivité locale,COM,219200722,Généraliste
Vanves,checked,Île-de-France,GPSO,Portail,Partagé,https://vanves-seineouest.opendatasoft.com,https://vanves-seineouest.opendatasoft.com,téléchargement.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/nRssyLVMtt0-S8-O2UD0VQ/74Om1AFcuEIJVCtZKIACeV00oujZKUVFT0nCvVB01cudUz0j7wjErEONSB8R8x_vaLFRTYGMj-gLocdHOj2dgc8vMVH_6SpstTR2oxsjXid5t99zseDM_qTOz8cwC_oIsaOhCJKm5dgtruPMKJbR9g/F3Ce9HLLLVNqMW04LYvjBsp9l6jIcaGQmIMB6VZn3Uk),59,OpenDataSoft,ods,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/219200755,Collectivité locale,COM,219200755,Généraliste
Ville d'Avray,checked,Île-de-France,GPSO,Portail,Partagé,https://villedavray-seineouest.opendatasoft.com,https://villedavray-seineouest.opendatasoft.com,téléchargement.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/uRs9PbDTYnY2BCKudRrBmA/28HuqR36SL-NA2772GgV_rPNxPKkGKsscKXT9xo-WT7wyAcsQrdPg-dzQmMTjXzZXgEXqvCIaQKEcE95l72ICSvy9YHESLo9MIyiW0ZVeffbHJCSjaAvLPKA8T94uGEZx0V2tZ3ik3ofMN24i6Uw1Q/HgE1TL6qxj08JerRfZThYZAKkfbNqIaXV_Fd392dZ0g),61,OpenDataSoft,ods,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/219200771,Collectivité locale,COM,219200771,Généraliste
Géo Hauts-de-Seine,checked,Île-de-France,IDG,Géoportail,Partagé,https://geo.hauts-de-seine.fr/Site/donnees/catalogue/,https://geo.hauts-de-seine.fr/Site/donnees/catalogue/,geohautsdeseine.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/rP8cu3aNzO19HV-o2hQiXQ/hE4qhRn24ucE1kHdc5wtMn4SUiPcVbinidkmJL5Ko-EgZswRTv4unjIy7wa-cbAOuNV9kNB87t16bALgl4vB2PHDc5auIA2vI8HYR60TjCMaP2wxyE_OESSiQ32WiImEkF93D9x3IZwdqIZAHTDRmw/SEe9v5y3xLxbboREQcZ9BUmWrGBFeO-iAmo9jl-X080),232,Isogéo,isogeo,Départementale,https://annuaire-entreprises.data.gouv.fr/entreprise/229200506,Collectivité locale,DEP,229200506,Généraliste
Géoportail93,checked,Île-de-France,IDG,Géoportail,Dédié,https://geoportail93.fr,https://geoportail93.fr,geoportail93.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/xdhwqAcL3hSDpK1QvLw9Uw/tDr8QHA_72yHlFEfItgHkSwTwnNx0bcmX9WOiKBcQ9JK853bqiu2pntmAJ8h2mVSyVnWmt3fwmJscCvV_JASzBRmE-YnR4HFqFRiRivlUmIj9LEP-w6-NWcVY4dE6Xx6iSZl4wy70dgnyx8RAScTAA/JTAj03iL0IKUpNblE3QqCrhwsPlGCct1ZfHNmvoOdro),331,Spécifique,interne,Départementale,https://annuaire-entreprises.data.gouv.fr/entreprise/229300082,Collectivité locale,DEP,229300082,Généraliste
Brou-sur-Chantereine,checked,Île-de-France,PVM,Géoportail,Dédié,https://brou-sur-chantereine-agglo-pvm.opendata.arcgis.com/,https://brou-sur-chantereine-agglo-pvm.opendata.arcgis.com/,téléchargement.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/57C3s6X0o7WMTWEs4-4qvw/V3c3u-Cb_gcPTXzePW1-P0L0ZshrbBEhVRwufqa2kwt8q8mAb1Gk7rjq9QZouNH2G-b8GxuSTX91WT8_8NPwmoTrFNEm7vIxqAxCLQNzdUMGAaE_vmo5He7kL1gGeCeOqpdTX0wNVbzRvAICeUJ6DA/wRqukgInjvvSEUzUtbj4BzI1YpmyWzhV5vedXroOeP0),2,ArcGIS,esri,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/217700558,Collectivité locale,COM,217700558,Généraliste
Chelles,checked,Île-de-France,PVM,Géoportail,Dédié,https://open-data-chelles.opendata.arcgis.com,https://open-data-chelles.opendata.arcgis.com,téléchargement.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/OlysbJRtixxVNXc2U4ce5g/l7ZRkYQDeA6GyWSV-_bGq5602IvpHzpafrB4MmZPh7qstSxTNHYyBLTWJ-AwUQB059wyAYqLaOF0uvFPZ2Gw_DPkZ1Ek_PspuhyksJmqnWWO2jGZnoTDnw5SgZs1-oliN50EiUhJg8okW17BYa9Pzw/5wVWTrghFuryPhkddLXUG3XP7NuQk1bp5TZak9GbCz4),4,ArcGIS,esri,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/216001446,Collectivité locale,COM,216001446,Généraliste
Courtry,checked,Île-de-France,PVM,Géoportail,Dédié,https://courtry-agglo-pvm.opendata.arcgis.com,https://courtry-agglo-pvm.opendata.arcgis.com,téléchargement.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/DhJ24ecBopXXkNOls8dibg/6cLfQ_9NE7b9TG0Rj4SXtU-wiYQFS-yH4FVrenf5Og5mWqW812jHA4QumBW2I3HOf8KOgS5H2yp4zULRYPGzLaSIW1O4yT7vBlO3nKu9EDHWut-Zwn7GBFY36tAHSDRd1GF33gWNKYi4LFMqKIUCbA/3MUyc0aiWcky4kIlQH4qReKH2V4_joUaWCPvkueDPz4),4,ArcGIS,esri,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/217701390,Collectivité locale,COM,217701390,Généraliste
Emerainville,checked,Île-de-France,PVM,Géoportail,Dédié,https://emerainville-agglo-pvm.opendata.arcgis.com,https://emerainville-agglo-pvm.opendata.arcgis.com,téléchargement.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/Y7KiWbaKNuLK6BscCqDpPQ/h5B_dsHZs1JMWcIyfaUTwI9_zuT9FX7eKYNKG4o8hGefKenjYsuVZ5JX74rt7f0xVVe8ZV5Esr8GA3Dph1W3ijjEiCJU19mITnL6fnnSrvKEzh_lvCDlThhNvG0GK2INMRwDpHIQsxK292c9O9umuQ/D7Dku2_rDJEXZzm2qWqdC5-t9tOZ6GqpEZntdLUpaFk),3,ArcGIS,esri,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/217701697,Collectivité locale,COM,217701697,Généraliste
Noisiel,checked,Île-de-France,PVM,Géoportail,Dédié,https://noisiel-agglo-pvm.opendata.arcgis.com,https://noisiel-agglo-pvm.opendata.arcgis.com,téléchargement.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/1g9xreI7p1oNHM8xx2ndWQ/VmVKYuVjzWm8vFIekS1KKsxbW2t0wvipeApHQergMTEWa-fJt2LZlLNYTdIkX2jcIpxMaJWYQDEjINtkEQG0XE59wued9wo6B46U4kpMiEsEHGVOjan5dsnXwf_DGeBHjJ-7mQ7kx9SydEod06DErg/fvCjh5dH10d65TMfBBJQflXoKywx7qwqvY5FIcSxq2w),4,ArcGIS,esri,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/217703370,Collectivité locale,COM,217703370,Généraliste
Paris Vallée de la Marne,checked,Île-de-France,PVM,Géoportail,Mutualisé,https://data-agglo-pvm.opendata.arcgis.com,https://data-agglo-pvm.opendata.arcgis.com,datapvm.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/-w3tQT9lB4G1JbqVw9tr-Q/vLFANQTgqeZXkeiWiixVWQVcWsxET3O5sPZBE-iVzabS96E6fZ_KwL16Qkg5UCLIkotIRuEt7DDlooJafizPYVXvUvcCeR1gbgCSWh3XDDV5M1F20Zzq1gXRdC86DYfJoaQKjO1DaPGzJS1oopO0YQ/gguBZS3hnCHcSRloEo_Q6bUZhd-Bfo9gzEdUd4LGmdU),11,ArcGIS,esri,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/200057958,Collectivité locale,CA,200057958,Généraliste
